media_rapida_per,media_lenta_per,media_filtro_tendencia_per,atr_periodo,atr_multiplicador,Retorno_Anualizado_%,Calmar,DD_%,Num_Trades,Sharpe,Ativo,combinacao
9,30,50,20,2.5,85.87,1.7938860745335428,47.87,81,1.2664203288977058,XRP,R:9_L:30_F:50_A:20_M:2.5
9,30,50,5,2.5,79.26,1.7918126155757264,44.23,81,1.2050931596066528,XRP,R:9_L:30_F:50_A:5_M:2.5
8,30,50,20,5.0,83.77,1.7794016828379666,47.08,86,1.2233522781826145,XRP,R:8_L:30_F:50_A:20_M:5.0
8,30,50,25,5.0,83.7,1.7788375112652797,47.06,86,1.2226174984728937,XRP,R:8_L:30_F:50_A:25_M:5.0
8,30,50,30,5.0,83.58,1.776126712870299,47.06,86,1.2215035726697434,XRP,R:8_L:30_F:50_A:30_M:5.0
7,30,50,5,5.0,87.69,1.7754926399357822,49.39,92,1.2306920417017817,XRP,R:7_L:30_F:50_A:5_M:5.0
8,30,50,30,6.0,84.98,1.7685744369955927,48.05,86,1.233159454452901,XRP,R:8_L:30_F:50_A:30_M:6.0
9,30,50,10,2.5,86.94,1.7678038760716446,49.18,81,1.2749464220138966,XRP,R:9_L:30_F:50_A:10_M:2.5
7,30,50,14,3.0,85.01,1.766575897783362,48.12,92,1.211144634307074,XRP,R:7_L:30_F:50_A:14_M:3.0
9,30,50,30,2.5,84.54,1.7634712300455693,47.94,81,1.254909515642669,XRP,R:9_L:30_F:50_A:30_M:2.5
9,30,50,10,4.0,82.22,1.760890802283371,46.69,81,1.2225013326750418,XRP,R:9_L:30_F:50_A:10_M:4.0
8,30,50,25,6.0,84.73,1.755220420683271,48.27,86,1.230977552371242,XRP,R:8_L:30_F:50_A:25_M:6.0
10,30,50,20,6.0,78.74,1.7534120514004394,44.91,86,1.1857709456782428,XRP,R:10_L:30_F:50_A:20_M:6.0
9,30,50,14,2.5,86.59,1.7530989476972831,49.39,81,1.2728807449366115,XRP,R:9_L:30_F:50_A:14_M:2.5
7,30,50,7,6.0,89.16,1.747401914946963,51.02,92,1.241034424230397,XRP,R:7_L:30_F:50_A:7_M:6.0
7,30,50,5,2.5,84.87,1.7441621838133152,48.66,92,1.2104506888391735,XRP,R:7_L:30_F:50_A:5_M:2.5
8,30,50,20,6.0,84.97,1.7425951891483402,48.76,86,1.2331099435555248,XRP,R:8_L:30_F:50_A:20_M:6.0
5,40,150,5,3.0,79.93,1.7415907488469342,45.89,88,1.2018861506837746,LINK,R:5_L:40_F:150_A:5_M:3.0
5,40,150,25,5.0,81.45,1.735003870839212,46.94,88,1.2153364572700964,LINK,R:5_L:40_F:150_A:25_M:5.0
8,30,50,14,6.0,85.43,1.7340118088743657,49.27,86,1.2373436409121088,XRP,R:8_L:30_F:50_A:14_M:6.0
10,30,50,10,3.0,74.16,1.7273172667821477,42.94,86,1.1508567972910706,XRP,R:10_L:30_F:50_A:10_M:3.0
10,30,50,7,3.0,75.24,1.726637041357321,43.57,86,1.1606502081384955,XRP,R:10_L:30_F:50_A:7_M:3.0
21,80,250,30,1.0,63.12,1.725266976734628,36.58,15,1.2844306429946857,IMX,R:21_L:80_F:250_A:30_M:1.0
5,50,150,14,4.0,72.72,1.7237268648296933,42.19,83,1.1274282046147277,LINK,R:5_L:50_F:150_A:14_M:4.0
7,30,50,7,4.0,85.64,1.718693349843324,49.83,92,1.2144345050421967,XRP,R:7_L:30_F:50_A:7_M:4.0
7,30,50,5,6.0,88.58,1.7150688097681297,51.65,92,1.2363356223706328,XRP,R:7_L:30_F:50_A:5_M:6.0
5,40,150,20,5.0,80.47,1.7142515924825272,46.94,88,1.2064940919610918,LINK,R:5_L:40_F:150_A:20_M:5.0
8,30,50,14,5.0,81.39,1.7136083746402488,47.5,86,1.2035678087659492,XRP,R:8_L:30_F:50_A:14_M:5.0
5,30,50,30,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:30_M:6.0
5,30,50,7,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:7_M:6.0
5,30,50,14,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:14_M:6.0
5,30,50,5,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:5_M:6.0
5,30,50,25,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:25_M:6.0
5,30,50,5,5.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:5_M:5.0
5,30,50,20,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:20_M:6.0
5,30,50,10,6.0,93.22,1.7134305719463443,54.4,139,1.2617072154236493,LINK,R:5_L:30_F:50_A:10_M:6.0
10,30,50,10,6.0,78.86,1.7125860544308005,46.05,86,1.1873976666521828,XRP,R:10_L:30_F:50_A:10_M:6.0
8,30,50,10,5.0,81.84,1.7064151910459455,47.96,86,1.2074505900284798,XRP,R:8_L:30_F:50_A:10_M:5.0
5,30,50,30,5.0,92.81,1.7059811758832426,54.4,139,1.2585045540822368,LINK,R:5_L:30_F:50_A:30_M:5.0
8,30,50,10,6.0,84.87,1.7033820829329154,49.82,86,1.23283325732066,XRP,R:8_L:30_F:50_A:10_M:6.0
5,30,50,25,5.0,92.58,1.7016880075304617,54.4,139,1.2566544556939374,LINK,R:5_L:30_F:50_A:25_M:5.0
15,40,50,5,2.0,86.35,1.7014330259539383,50.75,75,1.215457246359726,XRP,R:15_L:40_F:50_A:5_M:2.0
5,30,50,10,5.0,92.11,1.693024698504198,54.4,139,1.2529800928912505,LINK,R:5_L:30_F:50_A:10_M:5.0
8,30,50,7,5.0,83.49,1.6927291864150462,49.32,86,1.221577172458201,XRP,R:8_L:30_F:50_A:7_M:5.0
21,80,250,25,1.0,62.69,1.6925657533505007,37.04,15,1.2784036318610168,IMX,R:21_L:80_F:250_A:25_M:1.0
5,50,150,7,5.0,73.53,1.6866445102938148,43.59,83,1.1340155020037728,LINK,R:5_L:50_F:150_A:7_M:5.0
21,80,100,30,0.5,56.92,1.683410914164203,33.81,27,1.162325766192268,IMX,R:21_L:80_F:100_A:30_M:0.5
5,50,150,25,5.0,73.15,1.6818837079083129,43.49,83,1.1308997009359008,LINK,R:5_L:50_F:150_A:25_M:5.0
21,80,200,30,1.0,65.05,1.6816870068536651,38.68,14,1.3103089011268667,IMX,R:21_L:80_F:200_A:30_M:1.0
5,30,50,20,5.0,91.77,1.6801561140252057,54.62,139,1.2503761008566756,LINK,R:5_L:30_F:50_A:20_M:5.0
7,30,50,10,4.0,82.97,1.6781695227270432,49.44,92,1.1944472865722624,XRP,R:7_L:30_F:50_A:10_M:4.0
5,30,50,7,5.0,91.11,1.6745988722893976,54.4,139,1.2450477427032716,LINK,R:5_L:30_F:50_A:7_M:5.0
7,20,50,25,6.0,77.64,1.6716341089627649,46.45,158,1.1524199172589042,LINK,R:7_L:20_F:50_A:25_M:6.0
21,80,100,25,0.5,56.64,1.6703749196235176,33.91,27,1.158468397295064,IMX,R:21_L:80_F:100_A:25_M:0.5
5,40,150,10,5.0,78.27,1.667297629315497,46.94,88,1.1871848956337772,LINK,R:5_L:40_F:150_A:10_M:5.0
5,40,150,14,4.0,78.26,1.6672294130776484,46.94,88,1.186741346302118,LINK,R:5_L:40_F:150_A:14_M:4.0
15,40,50,7,2.0,84.09,1.6653588853152137,50.5,75,1.1975976565425923,XRP,R:15_L:40_F:50_A:7_M:2.0
7,30,50,7,2.5,82.93,1.6653081709853903,49.8,92,1.1939476256949138,XRP,R:7_L:30_F:50_A:7_M:2.5
5,50,150,30,5.0,72.91,1.665123561757318,43.79,83,1.128786752535061,LINK,R:5_L:50_F:150_A:30_M:5.0
5,40,150,25,4.0,78.06,1.6628152635937503,46.94,88,1.1852826032237012,LINK,R:5_L:40_F:150_A:25_M:4.0
5,40,150,14,5.0,77.97,1.6608979590107038,46.94,88,1.1844802995513573,LINK,R:5_L:40_F:150_A:14_M:5.0
5,50,150,10,5.0,73.77,1.6598312274315212,44.44,83,1.1361398358606494,LINK,R:5_L:50_F:150_A:10_M:5.0
9,30,50,14,3.0,84.83,1.6587749269966567,51.14,81,1.2569699077663852,XRP,R:9_L:30_F:50_A:14_M:3.0
5,40,150,30,4.0,77.75,1.6561693037496092,46.94,88,1.1824483951191709,LINK,R:5_L:40_F:150_A:30_M:4.0
7,30,50,5,4.0,83.36,1.6560159616377024,50.34,92,1.1959547026489554,XRP,R:7_L:30_F:50_A:5_M:4.0
8,30,50,7,6.0,85.17,1.6551680024968876,51.46,86,1.2353603776033055,XRP,R:8_L:30_F:50_A:7_M:6.0
8,30,50,5,5.0,82.48,1.655064253694855,49.84,86,1.2130593899609108,XRP,R:8_L:30_F:50_A:5_M:5.0
21,80,200,25,1.0,64.63,1.6505633554916872,39.15,14,1.3043887360162518,IMX,R:21_L:80_F:200_A:25_M:1.0
18,80,100,30,0.5,55.27,1.6479773051298732,33.54,26,1.1705728204895482,IMX,R:18_L:80_F:100_A:30_M:0.5
9,30,50,7,2.0,80.27,1.6475982200195347,48.72,81,1.2274080812596126,XRP,R:9_L:30_F:50_A:7_M:2.0
12,100,200,30,0.5,67.75,1.6454736940764385,41.17,14,1.398694143052272,IMX,R:12_L:100_F:200_A:30_M:0.5
10,30,50,14,5.0,78.73,1.6449629587498755,47.86,86,1.18658640854911,XRP,R:10_L:30_F:50_A:14_M:5.0
7,30,50,10,3.0,81.35,1.6437991295172136,49.49,92,1.1814489829455088,XRP,R:7_L:30_F:50_A:10_M:3.0
5,50,150,7,4.0,71.06,1.6429083807080158,43.25,83,1.1124546411555911,LINK,R:5_L:50_F:150_A:7_M:4.0
21,80,250,20,1.0,61.9,1.6402753360098792,37.74,15,1.2674701133903823,IMX,R:21_L:80_F:250_A:20_M:1.0
12,100,200,25,0.5,67.56,1.6393871490530614,41.21,14,1.3960283826093438,IMX,R:12_L:100_F:200_A:25_M:0.5
18,80,100,25,0.5,55.25,1.634837004766363,33.8,26,1.1714436883198158,IMX,R:18_L:80_F:100_A:25_M:0.5
5,40,150,20,4.0,76.69,1.6336728317519569,46.94,88,1.1723072437984547,LINK,R:5_L:40_F:150_A:20_M:4.0
21,80,100,20,0.5,55.92,1.6329318027818542,34.24,27,1.148551888392538,IMX,R:21_L:80_F:100_A:20_M:0.5
10,30,50,7,6.0,78.05,1.6326201685678214,47.8,86,1.180202885011111,XRP,R:10_L:30_F:50_A:7_M:6.0
5,40,150,10,4.0,76.6,1.6317218683119703,46.94,88,1.1716396916139795,LINK,R:5_L:40_F:150_A:10_M:4.0
12,100,200,20,0.5,67.33,1.630521599557103,41.29,14,1.3925913114124338,IMX,R:12_L:100_F:200_A:20_M:0.5
10,30,50,30,5.0,79.3,1.6296904804728578,48.66,86,1.1912429576588128,XRP,R:10_L:30_F:50_A:30_M:5.0
5,50,150,20,6.0,72.71,1.6284729159144995,44.65,83,1.1265098410041237,LINK,R:5_L:50_F:150_A:20_M:6.0
8,30,50,5,3.0,82.8,1.6275342414289728,50.87,86,1.2177750487571748,XRP,R:8_L:30_F:50_A:5_M:3.0
10,30,50,25,5.0,77.97,1.6259005210376154,47.96,86,1.17953616663027,XRP,R:10_L:30_F:50_A:25_M:5.0
5,30,50,5,6.0,74.26,1.6256276372495122,45.68,111,1.1198053784861275,XRP,R:5_L:30_F:50_A:5_M:6.0
12,100,250,30,0.5,66.85,1.6236820114263668,41.17,15,1.3859883805019884,IMX,R:12_L:100_F:250_A:30_M:0.5
5,50,150,14,6.0,73.01,1.6227196890928768,44.99,83,1.1292778138992798,LINK,R:5_L:50_F:150_A:14_M:6.0
5,50,150,5,5.0,71.39,1.6211610467581117,44.04,83,1.114987668678747,LINK,R:5_L:50_F:150_A:5_M:5.0
12,100,250,25,0.5,66.75,1.6196556984731536,41.21,15,1.384525565841842,IMX,R:12_L:100_F:250_A:25_M:0.5
8,30,50,5,6.0,84.34,1.6196232522340834,52.08,86,1.228273025709824,XRP,R:8_L:30_F:50_A:5_M:6.0
5,50,150,25,6.0,72.78,1.618118251304944,44.98,83,1.1271357344421151,LINK,R:5_L:50_F:150_A:25_M:6.0
18,80,100,20,0.5,54.94,1.6156253359023336,34.0,26,1.1669214281085754,IMX,R:18_L:80_F:100_A:20_M:0.5
5,30,50,14,5.0,87.81,1.6140698532919189,54.4,139,1.2197445303665495,LINK,R:5_L:30_F:50_A:14_M:5.0
5,50,150,5,4.0,72.04,1.6139938480988727,44.63,83,1.120829544977788,LINK,R:5_L:50_F:150_A:5_M:4.0
7,40,150,5,6.0,76.67,1.6123462334865817,47.55,84,1.16635899876597,LINK,R:7_L:40_F:150_A:5_M:6.0
5,30,50,7,6.0,73.65,1.6121885892648806,45.68,111,1.1145763913242497,XRP,R:5_L:30_F:50_A:7_M:6.0
21,80,100,14,0.5,55.99,1.6117701126949815,34.74,27,1.1495001589647058,IMX,R:21_L:80_F:100_A:14_M:0.5
7,40,150,7,6.0,76.61,1.6110208102169288,47.55,84,1.1657875225117562,LINK,R:7_L:40_F:150_A:7_M:6.0
7,40,150,25,6.0,76.61,1.6110208102169288,47.55,84,1.1657875225117562,LINK,R:7_L:40_F:150_A:25_M:6.0
7,40,150,20,6.0,76.61,1.6110208102169288,47.55,84,1.1657875225117562,LINK,R:7_L:40_F:150_A:20_M:6.0
7,40,150,10,6.0,76.61,1.6110208102169288,47.55,84,1.1657875225117562,LINK,R:7_L:40_F:150_A:10_M:6.0
12,100,250,20,0.5,66.51,1.610776181321363,41.29,15,1.3810442350085064,IMX,R:12_L:100_F:250_A:20_M:0.5
21,80,100,5,0.5,55.37,1.6097602608618389,34.4,27,1.1405318531828073,IMX,R:21_L:80_F:100_A:5_M:0.5
5,50,150,10,4.0,70.33,1.6088892250313434,43.71,83,1.1055514602448508,LINK,R:5_L:50_F:150_A:10_M:4.0
5,30,50,10,6.0,73.5,1.6088862381388949,45.68,111,1.1132743513431185,XRP,R:5_L:30_F:50_A:10_M:6.0
12,100,200,14,0.5,66.78,1.607929612358509,41.53,14,1.3846474468599914,IMX,R:12_L:100_F:200_A:14_M:0.5
5,40,150,7,4.0,75.32,1.6044753807394645,46.94,88,1.159983191872349,LINK,R:5_L:40_F:150_A:7_M:4.0
10,30,50,5,6.0,77.4,1.5967969033200715,48.47,86,1.174424176248763,XRP,R:10_L:30_F:50_A:5_M:6.0
9,30,50,25,3.0,79.59,1.5962035296228825,49.86,81,1.2103789532231417,XRP,R:9_L:30_F:50_A:25_M:3.0
5,30,50,14,6.0,72.9,1.5957218090214744,45.68,111,1.1081182418236517,XRP,R:5_L:30_F:50_A:14_M:6.0
21,80,150,5,0.5,56.55,1.594722743059647,35.46,49,1.042669337451675,LINK,R:21_L:80_F:150_A:5_M:0.5
21,80,200,20,1.0,63.68,1.5913816202707949,40.02,14,1.291388917853484,IMX,R:21_L:80_F:200_A:20_M:1.0
15,120,150,5,1.5,103.31,1.5899118633797105,64.98,51,1.2898248582206255,LINK,R:15_L:120_F:150_A:5_M:1.5
12,100,250,14,0.5,65.99,1.588788172837435,41.53,15,1.3733635584321462,IMX,R:12_L:100_F:250_A:14_M:0.5
15,100,250,30,0.5,64.29,1.5884190683560142,40.47,15,1.3145585586165722,IMX,R:15_L:100_F:250_A:30_M:0.5
10,30,50,10,5.0,78.55,1.5873642196301374,49.48,86,1.1848473125983194,XRP,R:10_L:30_F:50_A:10_M:5.0
7,40,150,30,5.0,75.46,1.5868373910717375,47.55,84,1.1557779356467164,LINK,R:7_L:40_F:150_A:30_M:5.0
21,80,100,7,0.5,55.43,1.5845522957040703,34.98,27,1.141569676115723,IMX,R:21_L:80_F:100_A:7_M:0.5
18,50,200,7,3.0,79.03,1.582482940378353,49.94,55,1.1448033094703858,LINK,R:18_L:50_F:200_A:7_M:3.0
5,50,150,20,5.0,72.0,1.5821444765870896,45.51,83,1.1205022343399245,LINK,R:5_L:50_F:150_A:20_M:5.0
9,30,50,30,3.0,79.18,1.580905840995486,50.08,81,1.2064275936965545,XRP,R:9_L:30_F:50_A:30_M:3.0
21,80,100,10,0.5,55.59,1.5791898095313035,35.2,27,1.143932111621084,IMX,R:21_L:80_F:100_A:10_M:0.5
9,30,50,20,3.0,79.62,1.579161817372118,50.42,81,1.210623911022542,XRP,R:9_L:30_F:50_A:20_M:3.0
12,100,200,10,0.5,66.39,1.5781538965655346,42.07,14,1.3786399981244613,IMX,R:12_L:100_F:200_A:10_M:0.5
15,100,250,25,0.5,64.04,1.5752702701612646,40.66,15,1.3109486166117954,IMX,R:15_L:100_F:250_A:25_M:0.5
5,30,50,20,5.0,71.95,1.575011380870618,45.68,111,1.100205525927884,XRP,R:5_L:30_F:50_A:20_M:5.0
7,40,150,30,6.0,74.61,1.568962170828515,47.55,84,1.1481888355943377,LINK,R:7_L:40_F:150_A:30_M:6.0
10,30,50,5,3.0,69.23,1.567003697982985,44.18,86,1.1104482113482907,XRP,R:10_L:30_F:50_A:5_M:3.0
5,30,50,25,5.0,71.49,1.5650150896620405,45.68,111,1.0962968734375105,XRP,R:5_L:30_F:50_A:25_M:5.0
21,80,250,14,1.0,61.22,1.563405270928235,39.16,15,1.2581325741529337,IMX,R:21_L:80_F:250_A:14_M:1.0
5,40,150,5,4.0,74.69,1.5629517284304444,47.79,88,1.153984525204505,LINK,R:5_L:40_F:150_A:5_M:4.0
5,30,50,14,5.0,71.3,1.560730934284796,45.68,111,1.09478673219832,XRP,R:5_L:30_F:50_A:14_M:5.0
15,100,250,20,0.5,63.71,1.5605329229845637,40.83,15,1.3061543972301677,IMX,R:15_L:100_F:250_A:20_M:0.5
7,40,150,7,5.0,74.17,1.5597243119557245,47.55,84,1.144183207998815,LINK,R:7_L:40_F:150_A:7_M:5.0
7,30,50,20,4.0,80.18,1.5578762945417195,51.47,92,1.1721477069664237,XRP,R:7_L:30_F:50_A:20_M:4.0
12,100,250,10,0.5,65.52,1.5573952913169744,42.07,15,1.366201770291171,IMX,R:12_L:100_F:250_A:10_M:0.5
7,30,50,25,2.5,80.74,1.5537123584353103,51.97,92,1.1858979640789082,XRP,R:7_L:30_F:50_A:25_M:2.5
7,30,50,14,4.0,80.9,1.5528113907648669,52.1,92,1.1783372863806547,XRP,R:7_L:30_F:50_A:14_M:4.0
7,30,50,7,3.0,78.84,1.5525074349468355,50.78,92,1.161404513507443,XRP,R:7_L:30_F:50_A:7_M:3.0
7,20,100,5,1.0,67.47,1.5522266522693544,43.47,143,1.1267278753320895,LINK,R:7_L:20_F:100_A:5_M:1.0
5,30,50,20,6.0,70.98,1.5489929906488735,45.83,111,1.0916919505608955,XRP,R:5_L:30_F:50_A:20_M:6.0
5,30,50,30,6.0,72.91,1.5475608565773562,47.11,111,1.1082883309063,XRP,R:5_L:30_F:50_A:30_M:6.0
15,120,150,7,1.0,88.56,1.5463638926562224,57.27,51,1.2289522149304948,LINK,R:15_L:120_F:150_A:7_M:1.0
12,100,200,7,0.5,65.86,1.545029854797982,42.63,14,1.3706472425260492,IMX,R:12_L:100_F:200_A:7_M:0.5
18,80,100,14,0.5,54.07,1.5431259210262616,35.04,26,1.1543145291584591,IMX,R:18_L:80_F:100_A:14_M:0.5
12,100,200,5,0.5,65.56,1.5385524731526494,42.61,14,1.3660905808166672,IMX,R:12_L:100_F:200_A:5_M:0.5
15,100,250,14,0.5,63.32,1.5333107098843053,41.3,15,1.3001196451742825,IMX,R:15_L:100_F:250_A:14_M:0.5
5,50,150,14,5.0,69.63,1.5326319928556034,45.43,83,1.0992969394683385,LINK,R:5_L:50_F:150_A:14_M:5.0
15,120,150,5,1.0,88.82,1.5310686361129373,58.01,51,1.2283923089337874,LINK,R:15_L:120_F:150_A:5_M:1.0
15,100,200,30,0.5,63.51,1.527871429250449,41.57,16,1.289923636597892,IMX,R:15_L:100_F:200_A:30_M:0.5
5,80,150,5,6.0,77.56,1.5270429383008688,50.79,68,1.1326704470061977,LINK,R:5_L:80_F:150_A:5_M:6.0
5,80,150,7,6.0,77.56,1.5270429383008688,50.79,68,1.1326704470061977,LINK,R:5_L:80_F:150_A:7_M:6.0
7,30,100,30,6.0,63.82,1.5254519574015044,41.84,106,1.0966202950323447,LINK,R:7_L:30_F:100_A:30_M:6.0
12,100,250,7,0.5,64.96,1.5238810168271215,42.63,15,1.3577675174393016,IMX,R:12_L:100_F:250_A:7_M:0.5
18,50,150,7,3.0,84.01,1.5214031782050703,55.22,54,1.18077004809824,LINK,R:18_L:50_F:150_A:7_M:3.0
7,20,50,14,6.0,75.74,1.5198612525278952,49.83,158,1.13591963517144,LINK,R:7_L:20_F:50_A:14_M:6.0
12,100,250,5,0.5,64.69,1.518194513572032,42.61,15,1.3536909665375596,IMX,R:12_L:100_F:250_A:5_M:0.5
5,40,50,5,5.0,97.18,1.51528132299813,64.13,132,1.2471205635577465,LINK,R:5_L:40_F:50_A:5_M:5.0
7,30,100,7,6.0,63.33,1.513853044888014,41.84,106,1.0915352247958936,LINK,R:7_L:30_F:100_A:7_M:6.0
7,30,100,20,6.0,63.33,1.513853044888014,41.84,106,1.0915352247958936,LINK,R:7_L:30_F:100_A:20_M:6.0
15,100,200,25,0.5,63.19,1.5129622650356012,41.76,16,1.2852672040456594,IMX,R:15_L:100_F:200_A:25_M:0.5
7,30,100,5,5.0,63.13,1.5090575051987305,41.84,106,1.0893459437665436,LINK,R:7_L:30_F:100_A:5_M:5.0
7,30,100,25,6.0,63.11,1.508498761521971,41.84,106,1.0891767553125036,LINK,R:7_L:30_F:100_A:25_M:6.0
5,40,50,5,6.0,96.55,1.5054986050529084,64.13,132,1.2427751728407672,LINK,R:5_L:40_F:50_A:5_M:6.0
7,20,50,20,6.0,75.84,1.505023286705987,50.39,158,1.1366990785104654,LINK,R:7_L:20_F:50_A:20_M:6.0
21,80,250,5,1.0,59.19,1.5045282345226405,39.34,15,1.2265067747249183,IMX,R:21_L:80_F:250_A:5_M:1.0
5,40,50,7,6.0,96.48,1.5044052109242678,64.13,132,1.242287596852991,LINK,R:5_L:40_F:50_A:7_M:6.0
5,40,50,10,6.0,96.48,1.5044052109242678,64.13,132,1.242287596852991,LINK,R:5_L:40_F:50_A:10_M:6.0
5,40,50,14,6.0,96.48,1.5044052109242678,64.13,132,1.242287596852991,LINK,R:5_L:40_F:50_A:14_M:6.0
5,40,50,20,6.0,96.48,1.5044052109242678,64.13,132,1.242287596852991,LINK,R:5_L:40_F:50_A:20_M:6.0
5,40,50,25,6.0,96.48,1.5044052109242678,64.13,132,1.242287596852991,LINK,R:5_L:40_F:50_A:25_M:6.0
5,80,150,20,6.0,76.27,1.501560601546891,50.79,68,1.1222096173830582,LINK,R:5_L:80_F:150_A:20_M:6.0
21,80,200,14,1.0,62.75,1.5005957748495782,41.82,14,1.2787498068669605,IMX,R:21_L:80_F:200_A:14_M:1.0
5,80,150,14,6.0,76.09,1.498133911635419,50.79,68,1.1207870622984086,LINK,R:5_L:80_F:150_A:14_M:6.0
18,50,150,10,5.0,81.45,1.4975587275793925,54.39,54,1.1617238582515363,LINK,R:18_L:50_F:150_A:10_M:5.0
18,80,100,10,0.5,53.41,1.4968398055992953,35.68,26,1.1444687831112652,IMX,R:18_L:80_F:100_A:10_M:0.5
5,80,150,25,6.0,75.97,1.4956481451150865,50.79,68,1.11975315914938,LINK,R:5_L:80_F:150_A:25_M:6.0
15,100,200,20,0.5,62.75,1.493224791740783,42.02,16,1.2790362977973304,IMX,R:15_L:100_F:200_A:20_M:0.5
21,80,250,5,1.5,69.49,1.484332788536336,46.81,15,1.2985353670522732,IMX,R:21_L:80_F:250_A:5_M:1.5
5,80,150,10,6.0,75.38,1.4840959488067405,50.79,68,1.1149288947380096,LINK,R:5_L:80_F:150_A:10_M:6.0
7,40,150,5,5.0,70.57,1.4839314391254477,47.55,84,1.111508160812982,LINK,R:7_L:40_F:150_A:5_M:5.0
15,100,250,10,0.5,62.32,1.4770777376482018,42.19,15,1.285155270462062,IMX,R:15_L:100_F:250_A:10_M:0.5
7,20,50,10,6.0,74.73,1.4733880230851573,50.72,158,1.1272591014004216,LINK,R:7_L:20_F:50_A:10_M:6.0
18,80,100,5,0.5,52.76,1.4720434764559929,35.84,26,1.133115693481838,IMX,R:18_L:80_F:100_A:5_M:0.5
21,80,250,10,1.0,59.76,1.4718690702700463,40.6,15,1.2365626105257184,IMX,R:21_L:80_F:250_A:10_M:1.0
7,20,50,30,6.0,75.76,1.4718041988652386,51.48,158,1.1359801079670104,LINK,R:7_L:20_F:50_A:30_M:6.0
15,120,200,5,1.5,93.13,1.4660021243312376,63.53,43,1.2374972767783314,LINK,R:15_L:120_F:200_A:5_M:1.5
7,30,100,5,6.0,61.7,1.4659785694180554,42.09,106,1.0741023342452805,LINK,R:7_L:30_F:100_A:5_M:6.0
7,40,150,5,4.0,70.95,1.4656084920749863,48.41,84,1.1152707093341294,LINK,R:7_L:40_F:150_A:5_M:4.0
5,30,50,30,4.0,87.14,1.4653172327424435,59.47,139,1.21364791013257,LINK,R:5_L:30_F:50_A:30_M:4.0
5,40,150,20,3.0,74.16,1.464734385774458,50.63,88,1.149309166113329,LINK,R:5_L:40_F:150_A:20_M:3.0
7,40,150,14,6.0,69.45,1.4605217696533097,47.55,84,1.101155176223377,LINK,R:7_L:40_F:150_A:14_M:6.0
15,100,200,14,0.5,62.17,1.456137312679364,42.69,16,1.270359786918318,IMX,R:15_L:100_F:200_A:14_M:0.5
21,80,200,5,1.0,61.1,1.4541324323229334,42.02,14,1.252618524221652,IMX,R:21_L:80_F:200_A:5_M:1.0
10,80,150,30,5.0,65.79,1.4517542678708215,45.32,61,1.134072367328916,ZEC,R:10_L:80_F:150_A:30_M:5.0
21,80,250,7,1.0,58.55,1.4506565795685056,40.36,15,1.2180990014815003,IMX,R:21_L:80_F:250_A:7_M:1.0
10,80,150,30,6.0,65.63,1.4480553738451676,45.32,61,1.13221147215511,ZEC,R:10_L:80_F:150_A:30_M:6.0
10,80,150,20,6.0,65.62,1.448014224948898,45.32,61,1.1322346080669494,ZEC,R:10_L:80_F:150_A:20_M:6.0
10,80,150,25,5.0,65.49,1.4451235187925455,45.32,61,1.1308466943401785,ZEC,R:10_L:80_F:150_A:25_M:5.0
10,80,150,25,6.0,65.34,1.4416519018117049,45.32,61,1.1290801422257666,ZEC,R:10_L:80_F:150_A:25_M:6.0
15,100,250,7,0.5,61.57,1.4358710627989983,42.88,15,1.2759573519641674,IMX,R:15_L:100_F:250_A:7_M:0.5
21,80,150,30,1.0,55.06,1.4234475306250458,38.68,18,1.1670380421884023,IMX,R:21_L:80_F:150_A:30_M:1.0
18,80,100,7,0.5,52.48,1.4160497314988998,37.06,26,1.129019743627436,IMX,R:18_L:80_F:100_A:7_M:0.5
21,80,200,10,1.0,61.2,1.4139924169671756,43.28,14,1.2560811056109469,IMX,R:21_L:80_F:200_A:10_M:1.0
15,100,250,5,0.5,61.19,1.4133654156108306,43.3,15,1.269591214433083,IMX,R:15_L:100_F:250_A:5_M:0.5
10,120,150,30,0.5,57.63,1.41288623543048,40.79,25,1.1923119924464598,IMX,R:10_L:120_F:150_A:30_M:0.5
10,120,150,25,0.5,57.5,1.410928646684392,40.75,25,1.1828841027487254,IMX,R:10_L:120_F:150_A:25_M:0.5
15,100,200,10,0.5,61.27,1.405113975830946,43.61,16,1.257144766624603,IMX,R:15_L:100_F:200_A:10_M:0.5
21,80,200,7,1.0,60.29,1.4016585616135204,43.01,14,1.241927960037184,IMX,R:21_L:80_F:200_A:7_M:1.0
9,120,150,30,0.5,55.26,1.3983481304764482,39.52,28,1.1558523679696309,IMX,R:9_L:120_F:150_A:30_M:0.5
